"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-GameTitleComparatorEqual-record1Value","0-GameTitleComparatorEqual-record2Value","0-GameTitleComparatorEqual-record1PreprocessedValue","0-GameTitleComparatorEqual-record2PreprocessedValue","0-GameTitleComparatorEqual-similarity","0-GameTitleComparatorEqual-postproccesedSimilarity","1-GameTitleComparatorJaccard-record1Value","1-GameTitleComparatorJaccard-record2Value","1-GameTitleComparatorJaccard-record1PreprocessedValue","1-GameTitleComparatorJaccard-record2PreprocessedValue","1-GameTitleComparatorJaccard-similarity","1-GameTitleComparatorJaccard-postproccesedSimilarity","2-GameTitleComparatorLevenshtein-record1Value","2-GameTitleComparatorLevenshtein-record2Value","2-GameTitleComparatorLevenshtein-record1PreprocessedValue","2-GameTitleComparatorLevenshtein-record2PreprocessedValue","2-GameTitleComparatorLevenshtein-similarity","2-GameTitleComparatorLevenshtein-postproccesedSimilarity","3-GamePlatformComparatorEqual-record1Value","3-GamePlatformComparatorEqual-record2Value","3-GamePlatformComparatorEqual-record1PreprocessedValue","3-GamePlatformComparatorEqual-record2PreprocessedValue","3-GamePlatformComparatorEqual-similarity","3-GamePlatformComparatorEqual-postproccesedSimilarity","4-GamePlatformComparatorJaccard-record1Value","4-GamePlatformComparatorJaccard-record2Value","4-GamePlatformComparatorJaccard-record1PreprocessedValue","4-GamePlatformComparatorJaccard-record2PreprocessedValue","4-GamePlatformComparatorJaccard-similarity","4-GamePlatformComparatorJaccard-postproccesedSimilarity","5-GamePlatformComparatorLevenshtein-record1Value","5-GamePlatformComparatorLevenshtein-record2Value","5-GamePlatformComparatorLevenshtein-record1PreprocessedValue","5-GamePlatformComparatorLevenshtein-record2PreprocessedValue","5-GamePlatformComparatorLevenshtein-similarity","5-GamePlatformComparatorLevenshtein-postproccesedSimilarity","6-GameReleaseDateComparator2Years-record1Value","6-GameReleaseDateComparator2Years-record2Value","6-GameReleaseDateComparator2Years-record1PreprocessedValue","6-GameReleaseDateComparator2Years-record2PreprocessedValue","6-GameReleaseDateComparator2Years-similarity","6-GameReleaseDateComparator2Years-postproccesedSimilarity","7-PublisherNameComparatorEqual-record1Value","7-PublisherNameComparatorEqual-record2Value","7-PublisherNameComparatorEqual-record1PreprocessedValue","7-PublisherNameComparatorEqual-record2PreprocessedValue","7-PublisherNameComparatorEqual-similarity","7-PublisherNameComparatorEqual-postproccesedSimilarity","8-PublisherNameComparatorJaccard-record1Value","8-PublisherNameComparatorJaccard-record2Value","8-PublisherNameComparatorJaccard-record1PreprocessedValue","8-PublisherNameComparatorJaccard-record2PreprocessedValue","8-PublisherNameComparatorJaccard-similarity","8-PublisherNameComparatorJaccard-postproccesedSimilarity","9-PublisherNameComparatorLevenshtein-record1Value","9-PublisherNameComparatorLevenshtein-record2Value","9-PublisherNameComparatorLevenshtein-record1PreprocessedValue","9-PublisherNameComparatorLevenshtein-record2PreprocessedValue","9-PublisherNameComparatorLevenshtein-similarity","9-PublisherNameComparatorLevenshtein-postproccesedSimilarity"
"WekaMatchingRule","jpntop_107","vga_games_json3204",,,"Samurai Warriors","Fossil Fighters: Champions","Samurai Warriors","Fossil Fighters: Champions","0.0","0.0","Samurai Warriors","Fossil Fighters: Champions","Samurai Warriors","Fossil Fighters: Champions","0.0","0.0","Samurai Warriors","Fossil Fighters: Champions","Samurai Warriors","Fossil Fighters: Champions","0.2692307692307693","0.2692307692307693","PS2","DS","PS2","DS","0.0","0.0","PS2","DS","PS2","DS","0.0","0.0","PS2","DS","PS2","DS","0.33333333333333337","0.33333333333333337","2004-11-02T00:00","2011-11-14T00:00","2004-11-02T00:00","2011-11-14T00:00","0.0","0.0","Koei","Nintendo","Koei","Nintendo","0.0","0.0","Koei","Nintendo","Koei","Nintendo","0.0","0.0","Koei","Nintendo","Koei","Nintendo","0.125","0.125"
"WekaMatchingRule","jpntop_133","vga_games_json9207",,,"The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","0.0","0.0","The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","0.0","0.0","The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","The Legend of Zelda: Phantom Hourglass","Chou Megami Shinkou Noire Gekishin Black Heart","0.21739130434782605","0.21739130434782605","NDS","PSV","NDS","PSV","0.0","0.0","NDS","PSV","NDS","PSV","0.0","0.0","NDS","PSV","NDS","PSV","0.0","0.0","2007-06-23T00:00","2015-02-24T00:00","2007-06-23T00:00","2015-02-24T00:00","0.0","0.0","Nintendo","Idea Factory","Nintendo","Idea Factory","0.0","0.0","Nintendo","Idea Factory","Nintendo","Idea Factory","0.0","0.0","Nintendo","Idea Factory","Nintendo","Idea Factory","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","jpntop_110","vga_games_json3689",,,"Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.0","0.0","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.0","0.0","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","Dragon Quest IX: Sentinels of the Starry Skies","Gundam Musou Special","0.17391304347826086","0.17391304347826086","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","NDS","PS2","NDS","PS2","0.0","0.0","2009-11-07T00:00","2008-02-28T00:00","2009-11-07T00:00","2008-02-28T00:00","0.5","0.5","Square Enix","Namco Bandai","Square Enix","Namco Bandai","0.0","0.0","Square Enix","Ubisoft","Square Enix","Ubisoft","0.0","0.0","Square Enix","Ubisoft","Square Enix","Ubisoft","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","jpntop_183","vga_games_json4991",,,"Monster Hunter Freedom","Rogue Galaxy: Director's Cut","Monster Hunter Freedom","Rogue Galaxy: Director's Cut","0.0","0.0","Monster Hunter Freedom","Rogue Galaxy: Director's Cut","Monster Hunter Freedom","Rogue Galaxy: Director's Cut","0.0","0.0","Monster Hunter Freedom","Rogue Galaxy: Director's Cut","Monster Hunter Freedom","Rogue Galaxy: Director's Cut","0.1785714285714286","0.1785714285714286","PSP","PS2","PSP","PS2","0.0","0.0","PSP","PS2","PSP","PS2","0.0","0.0","PSP","PS2","PSP","PS2","0.6666666666666667","0.6666666666666667","2005-01-12T00:00","2007-03-21T00:00","2005-01-12T00:00","2007-03-21T00:00","0.0","0.0","Capcom","Sony Computer Entertainment","Capcom","Sony Computer Entertainment","0.0","0.0","Capcom","Sony Computer Entertainment","Capcom","Sony Computer Entertainment","0.0","0.0","Capcom","Sony Computer Entertainment","Capcom","Sony Computer Entertainment","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","jpntop_201","vga_games_json5071",,,"Tales of Xillia","Battlezone","Tales of Xillia","Battlezone","0.0","0.0","Tales of Xillia","Battlezone","Tales of Xillia","Battlezone","0.0","0.0","Taiko no Tatsujin Wii: Super Deluxe Edition","Battalion Wars","Taiko no Tatsujin Wii: Super Deluxe Edition","Battalion Wars","0.16279069767441856","0.16279069767441856","WII","GC","WII","GC","0.0","0.0","WII","GC","WII","GC","0.0","0.0","WII","GC","WII","GC","0.0","0.0","2012-11-29T00:00","2005-09-19T00:00","2012-11-29T00:00","2005-09-19T00:00","0.0","0.0","Bandai Namco Games","Nintendo","Bandai Namco Games","Nintendo","0.0","0.0","Bandai Namco Games","Nintendo","Bandai Namco Games","Nintendo","0.0","0.0","Bandai Namco Games","Nintendo","Bandai Namco Games","Nintendo","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","jpntop_125","vga_games_json1699",,,"Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","0.0","0.0","Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","0.0","0.0","Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","Inazuma Eleven 3: Lightning Bolt / Bomb Blast","Persona 4 Golden","0.1333333333333333","0.1333333333333333","NDS","PSV","NDS","PSV","0.0","0.0","NDS","PSV","NDS","PSV","0.0","0.0","NDS","PSV","NDS","PSV","0.0","0.0","2010-01-07T00:00","2012-11-20T00:00","2010-01-07T00:00","2012-11-20T00:00","0.0","0.0","Level 5","Atlus","Level 5","Atlus","0.0","0.0","Level 5","Atlus","Level 5","Atlus","0.0","0.0","Level 5","Atlus","Level 5","Atlus","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","jpntop_126","vga_games_json4127",,,"Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","0.0","0.0","Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","0.0","0.0","Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","Kirby 64: The Crystal Shards","Pro Evolution Soccer 2010","0.1071428571428571","0.1071428571428571","N64","Wii","N64","Wii","0.0","0.0","N64","Wii","N64","Wii","0.0","0.0","N64","PS3","N64","PS3","0.0","0.0","2000-03-24T00:00","2009-11-10T00:00","2000-03-24T00:00","2009-11-10T00:00","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.0","0.0","Nintendo","Warner Bros. Interactive Entertainment","Nintendo","Warner Bros. Interactive Entertainment","0.0","0.0","Nintendo","Konami","Nintendo","Konami","0.125","0.125"
"WekaMatchingRule","jpntop_185","vga_games_json465",,,"Paper Mario","Killer Instinct","Paper Mario","Killer Instinct","0.0","0.0","Paper Mario","Killer Instinct","Paper Mario","Killer Instinct","0.0","0.0","Paper Mario","Killer Instinct","Paper Mario","Killer Instinct","0.2666666666666667","0.2666666666666667","N64","SNES","N64","SNES","0.0","0.0","N64","SNES","N64","SNES","0.0","0.0","N64","SNES","N64","SNES","0.25","0.25","2000-11-08T00:00","1995-08-01T00:00","2000-11-08T00:00","1995-08-01T00:00","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
"WekaMatchingRule","jpntop_164","vga_games_json2038",,,"Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","0.0","0.0","Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","0.0","0.0","Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","Metal Gear Solid 2: Sons of Liberty","Grand Theft Auto: Chinatown Wars","0.17142857142857137","0.17142857142857137","PS2","PSP","PS2","PSP","0.0","0.0","PS2","PSP","PS2","PSP","0.0","0.0","PS2","PSP","PS2","PSP","0.6666666666666667","0.6666666666666667","2001-11-29T00:00","2009-10-20T00:00","2001-11-29T00:00","2009-10-20T00:00","0.0","0.0","Konami","Rockstar Games","Konami","Rockstar Games","0.0","0.0","Konami","Rockstar Games","Konami","Rockstar Games","0.0","0.0","Konami","Rockstar Games","Konami","Rockstar Games","0.2142857142857143","0.2142857142857143"
"WekaMatchingRule","jpntop_181","vga_games_json119",,,"Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","0.0","0.0","Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","0.125","0.125","Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","Super Mario Advance 4: Super Mario Bros. 3","Mario Party 5","0.23809523809523814","0.23809523809523814","GBA","GC","GBA","GC","0.0","0.0","GBA","GC","GBA","GC","0.0","0.0","GBA","GC","GBA","GC","0.33333333333333337","0.33333333333333337","2008-04-24T00:00","1998-04-29T00:00","2008-04-24T00:00","1998-04-29T00:00","1.0","1.0","Bandai Namco Games","Nintendo","Bandai Namco Games","Nintendo","1.0","1.0","Bandai Namco Games","Namco","Bandai Namco Games","Namco","0.3333333333333333","0.3333333333333333","Bandai Namco Games","Namco","Bandai Namco Games","Namco","0.2777777777777778","0.2777777777777778"
"WekaMatchingRule","jpntop_146","vga_games_json5366",,,"Kirby's Return to Dream Land","Ultimate Spider-Man","Kirby's Return to Dream Land","Ultimate Spider-Man","0.0","0.0","Kirby's Return to Dream Land","Ultimate Spider-Man","Kirby's Return to Dream Land","Ultimate Spider-Man","0.0","0.0","Kirby's Return to Dream Land","Ultimate Spider-Man","Kirby's Return to Dream Land","Ultimate Spider-Man","0.2142857142857143","0.2142857142857143","WII","GC","WII","GC","0.0","0.0","WII","GC","WII","GC","0.0","0.0","WII","GC","WII","GC","0.0","0.0","2011-10-27T00:00","2005-09-21T00:00","2011-10-27T00:00","2005-09-21T00:00","0.0","0.0","Nintendo","Activision","Nintendo","Activision","0.0","0.0","Nintendo","Activision","Nintendo","Activision","0.0","0.0","Nintendo","Activision","Nintendo","Activision","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","jpntop_199","vga_games_json725",,,"Ridge Racer V","Dead Island","Ridge Racer V","Dead Island","0.0","0.0","Ridge Racer V","Dead Island","Ridge Racer V","Dead Island","0.0","0.0","Ridge Racer V","Dead Island","Ridge Racer V","Dead Island","0.07692307692307687","0.07692307692307687","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","2000-04-03T00:00","2011-09-06T00:00","2000-04-03T00:00","2011-09-06T00:00","0.0","0.0","Namco","Deep Silver","Namco","Deep Silver","0.0","0.0","Namco","Deep Silver","Namco","Deep Silver","0.0","0.0","Namco","Deep Silver","Namco","Deep Silver","0.0","0.0"
"WekaMatchingRule","jpntop_204","vga_games_json2353",,,"Super Robot Wars _","Lego Batman 3: Beyond Gotham","Super Robot Wars _","Lego Batman 3: Beyond Gotham","0.0","0.0","Super Robot Wars _","Lego Batman 3: Beyond Gotham","Super Robot Wars _","Lego Batman 3: Beyond Gotham","0.0","0.0","Super Robot Wars _","Lego Batman 3: Beyond Gotham","Super Robot Wars _","Lego Batman 3: Beyond Gotham","0.1428571428571429","0.1428571428571429","PS1","PS4","PS1","PS4","0.0","0.0","PS1","PS4","PS1","PS4","0.3333333333333333","0.3333333333333333","PS1","PS4","PS1","PS4","0.6666666666666667","0.6666666666666667","2000-05-25T00:00","2014-11-11T00:00","2000-05-25T00:00","2014-11-11T00:00","0.0","0.0","Banpresto","Warner Bros. Interactive Entertainment","Banpresto","Warner Bros. Interactive Entertainment","0.0","0.0","Banpresto","Warner Bros. Interactive Entertainment","Banpresto","Warner Bros. Interactive Entertainment","0.0","0.0","Banpresto","Warner Bros. Interactive Entertainment","Banpresto","Warner Bros. Interactive Entertainment","0.13157894736842102","0.13157894736842102"
"WekaMatchingRule","jpntop_167","vga_games_json3923",,,"Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","0.0","0.0","Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","0.0","0.0","Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","Rhythm Heaven Megamix","Ninokuni: Shikkoku no Madoushi","0.16666666666666663","0.16666666666666663","3DS","DS","3DS","DS","0.0","0.0","3DS","DS","3DS","DS","0.5","0.5","3DS","DS","3DS","DS","0.6666666666666667","0.6666666666666667","2015-11-06T00:00","2010-12-09T00:00","2015-11-06T00:00","2010-12-09T00:00","0.0","0.0","Nintendo","Level 5","Nintendo","Level 5","0.0","0.0","Nintendo","Level 5","Nintendo","Level 5","0.0","0.0","Nintendo","Level 5","Nintendo","Level 5","0.125","0.125"
"WekaMatchingRule","jpntop_104","vga_games_json1953",,,"World Soccer Winning Eleven 7","Dragon Age II","World Soccer Winning Eleven 7","Dragon Age II","0.0","0.0","World Soccer Winning Eleven 7","Dragon Age II","World Soccer Winning Eleven 7","Dragon Age II","0.0","0.0","World Soccer Winning Eleven 7","Dragon Age II","World Soccer Winning Eleven 7","Dragon Age II","0.1724137931034483","0.1724137931034483","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","2003-07-08T00:00","2011-03-08T00:00","2003-07-08T00:00","2011-03-08T00:00","0.0","0.0","Konami","Electronic Arts","Konami","Electronic Arts","0.0","0.0","Konami","Electronic Arts","Konami","Electronic Arts","0.0","0.0","Konami","Electronic Arts","Konami","Electronic Arts","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","jpntop_173","vga_games_json2179",,,"Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","0.0","0.0","Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","0.0","0.0","Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","Mobile Suit Gundam: Federation Vs. Zeon DX","NBA 2K16","0.0714285714285714","0.0714285714285714","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","PS2","X360","PS2","X360","0.0","0.0","2001-06-12T00:00","2015-09-29T00:00","2001-06-12T00:00","2015-09-29T00:00","0.0","0.0","Bandai","2K Sports","Bandai","2K Sports","0.0","0.0","Bandai","2K Sports","Bandai","2K Sports","0.0","0.0","Bandai","2K Sports","Bandai","2K Sports","0.0","0.0"
"WekaMatchingRule","jpntop_428","vga_games_json2617","0.9444906755665803",,"Rogue Galaxy","Rogue Galaxy","Rogue Galaxy","Rogue Galaxy","1.0","1.0","Dragon Ball Z: Budokai Tenkaichi 2","Dragon Ball Z: Budokai Tenkaichi 2","Dragon Ball Z: Budokai Tenkaichi 2","Dragon Ball Z: Budokai Tenkaichi 2","1.0","1.0","Rogue Galaxy","Rogue Galaxy","Rogue Galaxy","Rogue Galaxy","1.0","1.0","PS2","PS2","PS2","PS2","1.0","1.0","PS2","PS2","PS2","PS2","1.0","1.0","PS2","PS2","PS2","PS2","1.0","1.0","2005-08-12T00:00","2007-01-30T00:00","2005-08-12T00:00","2007-01-30T00:00","0.0","0.0","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","Sony Computer Entertainment","1.0","1.0"
"WekaMatchingRule","jpntop_149","vga_games_json7091",,,"Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","0.0","0.0","Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","0.0","0.0","Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","Metal Gear Solid: Peace Walker","Karaoke Joysound Wii","0.19999999999999996","0.19999999999999996","PSP","Wii","PSP","Wii","0.0","0.0","PSP","Wii","PSP","Wii","0.0","0.0","PSP","Wii","PSP","Wii","0.0","0.0","2010-04-29T00:00","2008-12-18T00:00","2010-04-29T00:00","2008-12-18T00:00","0.0","0.0","Konami","Hudson Soft","Konami","Hudson Soft","0.0","0.0","Konami","Hudson Soft","Konami","Hudson Soft","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
"WekaMatchingRule","jpntop_10","vga_games_json7890",,,"Pokemon X / Y","LBX: Little Battlers eXperience","Pokemon X / Y","LBX: Little Battlers eXperience","0.0","0.0","Pokemon X / Y","LBX: Little Battlers eXperience","Pokemon X / Y","LBX: Little Battlers eXperience","0.0","0.0","Pokemon X / Y","LBX: Little Battlers eXperience","Pokemon X / Y","LBX: Little Battlers eXperience","0.09677419354838712","0.09677419354838712","3DS","3DS","3DS","3DS","1.0","1.0","3DS","3DS","3DS","3DS","1.0","1.0","3DS","3DS","3DS","3DS","1.0","1.0","2013-12-10T00:00","2015-08-21T00:00","2013-12-10T00:00","2015-08-21T00:00","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","jpntop_115","vga_games_json8591",,,"Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","0.0","0.0","Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","0.0","0.0","Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","Super Mario Galaxy","Kidou Senshi Gundam: Senjou no Kizuna Portable","0.17391304347826086","0.17391304347826086","WII","PSP","WII","PSP","0.0","0.0","WII","PSP","WII","PSP","0.0","0.0","WII","PSP","WII","PSP","0.0","0.0","2007-01-11T00:00","2009-03-26T00:00","2007-01-11T00:00","2009-03-26T00:00","0.0","0.0","Nintendo","Namco Bandai","Nintendo","Namco Bandai","0.0","0.0","Nintendo","Namco Bandai","Nintendo","Namco Bandai","0.0","0.0","Nintendo","Namco Bandai","Nintendo","Namco Bandai","0.25","0.25"
"WekaMatchingRule","jpntop_194","vga_games_json4507",,,"Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","0.0","0.0","Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","0.0","0.0","Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","Dragon Ball Z: Budokai 3","Crayola: Treasure Adventures","0.1785714285714286","0.1785714285714286","PS2","DS","PS2","DS","0.0","0.0","PS2","DS","PS2","DS","0.0","0.0","PS2","DS","PS2","DS","0.33333333333333337","0.33333333333333337","2005-10-02T00:00","2007-10-01T00:00","2005-10-02T00:00","2007-10-01T00:00","0.0","0.0","Bandai","Crave Entertainment","Bandai","Crave Entertainment","0.0","0.0","Bandai","Crave Entertainment","Bandai","Crave Entertainment","0.0","0.0","Bandai","Crave Entertainment","Bandai","Crave Entertainment","0.21052631578947367","0.21052631578947367"
"WekaMatchingRule","jpntop_220","vga_games_json4002",,,"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","0.0","0.0","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","0.0","0.0","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS","Medal of Honor: European Assault","0.23529411764705888","0.23529411764705888","NDS","XB","NDS","XB","0.0","0.0","NDS","XB","NDS","XB","0.0","0.0","NDS","XB","NDS","XB","0.0","0.0","2006-09-28T00:00","2005-06-07T00:00","2006-09-28T00:00","2005-06-07T00:00","0.5","0.5","Rocket Company","Electronic Arts","Rocket Company","Electronic Arts","0.0","0.0","Rocket Company","Electronic Arts","Rocket Company","Electronic Arts","0.0","0.0","Rocket Company","Electronic Arts","Rocket Company","Electronic Arts","0.06666666666666665","0.06666666666666665"
"WekaMatchingRule","jpntop_132","vga_games_json4705",,,"Flash Focus: Vision Training in Minutes a Day","Samurai Warriors 3","Flash Focus: Vision Training in Minutes a Day","Samurai Warriors 3","0.0","0.0","Flash Focus: Vision Training in Minutes a Day","Samurai Warriors 3","Flash Focus: Vision Training in Minutes a Day","Samurai Warriors 3","0.0","0.0","Style Savvy","Dragon Quest III","Style Savvy","Dragon Quest III","0.125","0.125","NDS","Wii","NDS","Wii","0.0","0.0","NDS","Wii","NDS","Wii","0.0","0.0","NDS","Wii","NDS","Wii","0.0","0.0","2007-05-31T00:00","2010-09-27T00:00","2007-05-31T00:00","2010-09-27T00:00","0.0","0.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0","Nintendo","Nintendo","Nintendo","Nintendo","1.0","1.0"
"WekaMatchingRule","jpntop_178","vga_games_json1500",,,"Super Mario Advance 4: Super Mario Bros. 3","Guilty Gear X2","Super Mario Advance 4: Super Mario Bros. 3","Guilty Gear X2","0.0","0.0","Super Mario Advance 4: Super Mario Bros. 3","Guilty Gear X2","Super Mario Advance 4: Super Mario Bros. 3","Guilty Gear X2","0.0","0.0","Dynasty Warriors 3","Far Cry 2","Dynasty Warriors 3","Far Cry 2","0.2222222222222222","0.2222222222222222","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.0","0.0","NDS","DS","NDS","DS","0.6666666666666667","0.6666666666666667","2009-11-26T00:00","2009-06-30T00:00","2009-11-26T00:00","2009-06-30T00:00","1.0","1.0","Koei","Ubisoft","Koei","Ubisoft","0.0","0.0","Koei","Ubisoft","Koei","Ubisoft","0.0","0.0","Koei","Ubisoft","Koei","Ubisoft","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","jpntop_2","vga_games_json9","3.941025409213957E-4",,"Pokemon Fire Red / Leaf Green","Pokémon Red / Green / Blue Version","Pokemon Fire Red / Leaf Green","Pokémon Red / Green / Blue Version","0.0","0.0","Pokemon Fire Red / Leaf Green","Pokémon Red / Green / Blue Version","Pokemon Fire Red / Leaf Green","Pokémon Red / Green / Blue Version","0.25","0.25","New Super Mario Bros.","New Super Mario Bros. Wii","New Super Mario Bros.","New Super Mario Bros. Wii","0.84","0.84","NDS","Wii","NDS","Wii","0.0","0.0","NDS","Wii","NDS","Wii","0.0","0.0","NDS","Wii","NDS","Wii","0.0","0.0","2006-05-25T00:00","2009-11-15T00:00","2006-05-25T00:00","2009-11-15T00:00","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.0","0.0","Pokemon Co.","Nintendo","Pokemon Co.","Nintendo","0.18181818181818177","0.18181818181818177"
