"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3875|jpntop_533}","{2002-12-26T00:00|2002-12-26T00:00}","2002-12-26T00:00",,
"Genre","0.0","Genre-{jpntop_264|Game_List_ID_3207}","{ACT|Role-Playing}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_274|Game_List_ID_1462|Game_List_ID_695|vga_games_json1558}","{2008-11-20T00:00|2008-01-01T00:00|1995-01-01T00:00|2008-11-25T00:00}","2008-11-25T00:00",,
"Genre","0.0","Genre-{Game_List_ID_77|jpntop_48}","{Misc|ETC}","ETC","false",
"Sales","1.0","Sales-{jpntop_857|vga_games_json6851}","{205303.0|260000.0}","232651.5",,
"Genre","0.0","Genre-{jpntop_83|Game_List_ID_234}","{ETC|Simulation}","Simulation",,
"Genre","0.0","Genre-{jpntop_216|Game_List_ID_3028}","{ACT|Misc}","ACT",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_476|Game_List_ID_1789}","{2012-06-14T00:00|2012-01-01T00:00}","2012-06-14T00:00",,
"Publisher","1.0","Publisher-{Game_List_ID_3044|vga_games_json3204|jpntop_489}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_129|Game_List_ID_915|jpntop_119|vga_games_json139}","{2010-01-01T00:00|2013-01-01T00:00|2010-09-12T00:00|2010-11-21T00:00}","2010-09-12T00:00",,
"Genre","0.0","Genre-{jpntop_196|Game_List_ID_1321}","{ADV|Action}","Action",,
"Sales","0.0","Sales-{jpntop_195|vga_games_json1768}","{658362.0|620000.0}","639181.0",,
"Sales","1.0","Sales-{jpntop_147}","{834149.0}","834149.0",,
"GameTitle","0.0","GameTitle-{jpntop_934|Game_List_ID_7310}","{Naruto: Ninja Council|Naruto: Ninja Council}","Naruto: Ninja Council",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_2967|jpntop_242|Game_List_ID_459|vga_games_json493}","{2003-01-01T00:00|2003-02-13T00:00|2002-01-01T00:00|2002-12-03T00:00}","2003-02-13T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json7476|Game_List_ID_7218|jpntop_972}","{Yu-Gi-Oh! GX: Tag Force 3|Yu-Gi-Oh! GX: Tag Force 3|Yu-Gi-Oh! GX: Tag Force 3}","Yu-Gi-Oh! GX: Tag Force 3",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_965|Game_List_ID_2993}","{2003-11-04T00:00|2003-01-01T00:00}","2003-11-04T00:00",,
"Sales","1.0","Sales-{jpntop_450}","{345374.0}","345374.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_10508|jpntop_820|vga_games_json7583}","{Sumikko Gurashi: Mura o Tsukurundesu|Sumikko Gurashi: Mura o Tsukurundesu|Sumikko Gurashi: Mura o Tsukurundesu}","Sumikko Gurashi: Mura o Tsukurundesu",,
"Sales","0.0","Sales-{vga_games_json1220|jpntop_427}","{450000.0|359610.0}","404805.0",,
"Publisher","0.75","Publisher-{Game_List_ID_11529|vga_games_json508|Game_List_ID_393|Game_List_ID_7858|Game_List_ID_2558|jpntop_302|jpntop_840|Game_List_ID_3117}","{Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami|Konami|Konami Digital Entertainment}","Konami",,
"GameTitle","0.0","GameTitle-{jpntop_121|Game_List_ID_310}","{Professor Layton and the Diabolical Box|Professor Layton and the Diabolical Box}","Professor Layton and the Diabolical Box",,
"Sales","1.0","Sales-{vga_games_json2484|jpntop_527}","{300000.0|303793.0}","301896.5",,
"GameTitle","0.0","GameTitle-{Game_List_ID_11529|vga_games_json508|Game_List_ID_393|Game_List_ID_7858|Game_List_ID_2558|jpntop_302|jpntop_840|Game_List_ID_3117}","{Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain|Metal Gear Solid V: The Phantom Pain}","Metal Gear Solid V: The Phantom Pain",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_10008|jpntop_815}","{2008-01-01T00:00|2008-09-18T00:00}","2008-09-18T00:00",,
"Sales","0.0","Sales-{jpntop_402|vga_games_json3688}","{379252.0|230000.0}","304626.0",,
"Sales","1.0","Sales-{jpntop_664|vga_games_json6869}","{256893.0|260000.0}","258446.5",,
"GameTitle","0.0","GameTitle-{vga_games_json650|Game_List_ID_602|jpntop_915}","{Ratchet & Clank: Up Your Arsenal|Ratchet & Clank: Up Your Arsenal|Ratchet & Clank: Up Your Arsenal}","Ratchet & Clank: Up Your Arsenal",,
"Genre","0.0","Genre-{jpntop_189|Game_List_ID_2205}","{RPG|Role-Playing}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_623|Game_List_ID_2366|vga_games_json2489}","{2008-04-17T00:00|2008-01-01T00:00|2009-08-10T00:00}","2009-08-10T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1648|vga_games_json1752|jpntop_445}","{2004-01-01T00:00|2004-11-08T00:00|2004-10-28T00:00}","2004-10-28T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_270|Game_List_ID_2596|Game_List_ID_10006|vga_games_json2748}","{2002-11-28T00:00|2002-01-01T00:00|2007-01-01T00:00|2002-11-28T00:00}","2002-11-28T00:00",,
"Genre","0.0","Genre-{jpntop_790|Game_List_ID_3633}","{RPG|Role-Playing}","RPG",,
"GameTitle","0.0","GameTitle-{jpntop_496|vga_games_json1260|Game_List_ID_1185|Game_List_ID_13816|Game_List_ID_10871|Game_List_ID_1459}","{Devil May Cry 4|Devil May Cry 4|Devil May Cry 4|Devil May Cry 4|Devil May Cry 4|Devil May Cry 4}","Devil May Cry 4",,
"Publisher","1.0","Publisher-{vga_games_json7503|Game_List_ID_7183|jpntop_768}","{Sega|Sega|Sega}","Sega",,
"Sales","0.0","Sales-{vga_games_json324|jpntop_49}","{2150000.0|2006158.0}","2078079.0",,
"Genre","0.6666666666666666","Genre-{Game_List_ID_3841|jpntop_412|Game_List_ID_1996}","{Role-Playing|RPG|Role-Playing}","Role-Playing",,
"GameTitle","0.0","GameTitle-{vga_games_json1354|Game_List_ID_4110|jpntop_335|Game_List_ID_1357}","{Metal Gear Rising: Revengeance|Metal Gear Rising: Revengeance|Metal Gear Rising: Revengeance|Metal Gear Rising: Revengeance}","Metal Gear Rising: Revengeance",,
"Genre","0.0","Genre-{jpntop_430|Game_List_ID_309}","{ADV|Action}","Action",,
"Publisher","1.0","Publisher-{vga_games_json3232|jpntop_201}","{Namco Bandai Games|Bandai Namco Games}","Namco Bandai Games",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json4278|jpntop_924|Game_List_ID_4059}","{2006-02-14T00:00|2005-04-08T00:00|2005-01-01T00:00}","2006-02-14T00:00",,
"Genre","0.0","Genre-{Game_List_ID_42|jpntop_37}","{Fighting|FTG}","Fighting","false",
"Genre","0.0","Genre-{Game_List_ID_4285|jpntop_883}","{Action|RPG}","Action",,
"GameTitle","0.0","GameTitle-{vga_games_json8469|jpntop_853|Game_List_ID_8091}","{Hatsune Miku and Future Stars: Project Mirai|Hatsune Miku and Future Stars: Project Mirai|Hatsune Miku and Future Stars: Project Mirai}","Hatsune Miku and Future Stars: Project Mirai",,
"Publisher","1.0","Publisher-{vga_games_json685|jpntop_156|Game_List_ID_631}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_7808|jpntop_854}","{Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken|Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken}","Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken",,
"Genre","0.6666666666666666","Genre-{jpntop_574|Game_List_ID_5920|Game_List_ID_9825}","{RPG|Role-Playing|Role-Playing}","Role-Playing",,
"Publisher","0.875","Publisher-{Game_List_ID_6079|vga_games_json3593|Game_List_ID_9145|vga_games_json1795|Game_List_ID_1563|jpntop_673|Game_List_ID_3427|Game_List_ID_16754}","{Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami Digital Entertainment|Konami|Konami Digital Entertainment|Konami Digital Entertainment}","Konami",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1175|jpntop_315}","{2006-01-01T00:00|2006-12-14T00:00}","2006-12-14T00:00",,
"Sales","1.0","Sales-{jpntop_154|vga_games_json468}","{799149.0|800000.0}","799574.5",,
"Publisher","0.0","Publisher-{Game_List_ID_2000|jpntop_360}","{Nintendo|Tomy}","Tomy",,
"Sales","1.0","Sales-{jpntop_676|vga_games_json2714}","{251595.0|250000.0}","250797.5",,
"Publisher","1.0","Publisher-{Game_List_ID_4440|jpntop_735}","{Square Enix|Square Enix}","Square Enix",,
"Sales","0.75","Sales-{vga_games_json4499|vga_games_json2954|jpntop_866|jpntop_356}","{460000.0|190000.0|200885.0|414046.0}","316232.75",,
"GameTitle","0.0","GameTitle-{jpntop_892|Game_List_ID_5519|vga_games_json5802}","{Way of the Samurai 2|Way of the Samurai 2|Way of the Samurai 2}","Way of the Samurai 2",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json3330|Game_List_ID_3167|jpntop_953}","{2009-03-09T00:00|2008-01-01T00:00|2008-12-25T00:00}","2009-03-09T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json6602|Game_List_ID_6337|jpntop_698}","{2014-01-23T00:00|2014-01-01T00:00|2014-01-23T00:00}","2014-01-23T00:00",,
"Genre","0.0","Genre-{Game_List_ID_5078|jpntop_983}","{Fighting|ACT}","Fighting",,
"Sales","1.0","Sales-{jpntop_457}","{341351.0}","341351.0",,
"Publisher","1.0","Publisher-{jpntop_461|Game_List_ID_5961|vga_games_json3300}","{Capcom|Capcom|Capcom}","Capcom",,
"Sales","1.0","Sales-{jpntop_948|vga_games_json5552}","{183653.0|190000.0}","186826.5",,
"Genre","0.0","Genre-{jpntop_231|Game_List_ID_560}","{ADV|Action}","Action",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_320|Game_List_ID_448|vga_games_json415}","{2013-12-26T00:00|2013-01-01T00:00|2013-11-22T00:00}","2013-12-26T00:00",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_824|jpntop_149|vga_games_json876}","{2010-01-01T00:00|2010-04-29T00:00|2010-06-08T00:00}","2010-04-29T00:00",,
"Sales","0.0","Sales-{vga_games_json53|jpntop_115}","{1200000.0|1018602.0}","1109301.0","false","1030000.0"
"ReleaseDate","0.0","ReleaseDate-{jpntop_284|vga_games_json2238|Game_List_ID_2102}","{2007-12-04T00:00|2008-02-19T00:00|2007-01-01T00:00}","2007-12-04T00:00",,
"Genre","0.0","Genre-{Game_List_ID_2827|jpntop_191}","{Misc|ACT}","ACT",,
"GameTitle","0.0","GameTitle-{jpntop_483|Game_List_ID_3174|vga_games_json3347}","{Onimusha: Dawn of Dreams|Onimusha: Dawn of Dreams|Onimusha: Dawn of Dreams}","Onimusha: Dawn of Dreams",,
"Sales","0.0","Sales-{vga_games_json3204|jpntop_489}","{340000.0|322518.0}","331259.0",,
"Genre","0.0","Genre-{jpntop_693|Game_List_ID_3128}","{RPG|Role-Playing}","RPG",,
"Sales","1.0","Sales-{vga_games_json2739|jpntop_167}","{730000.0|742899.0}","736449.5",,
"Sales","1.0","Sales-{jpntop_110|vga_games_json284}","{1050879.0|1380000.0}","1215439.5",,
"Genre","0.0","Genre-{Game_List_ID_1716|jpntop_401}","{Action|ADV}","Action",,
"Publisher","0.0","Publisher-{Game_List_ID_3078|vga_games_json3250|jpntop_224}","{Enix Corporation|Unknown|Enix}","Enix",,
"Publisher","1.0","Publisher-{Game_List_ID_177|jpntop_55|Game_List_ID_766|vga_games_json190}","{Square Enix|Square Enix|Square Enix|Square Enix}","Square Enix",,
"Genre","1.0","Genre-{jpntop_313}","{ACT}","ACT",,
"Sales","0.0","Sales-{jpntop_754|vga_games_json3503}","{228824.0|220000.0}","224412.0",,
"Sales","0.0","Sales-{vga_games_json3565|jpntop_426}","{380000.0|359762.0}","369881.0",,
"GameTitle","0.0","GameTitle-{jpntop_193|Game_List_ID_710}","{Pokemon Ranger: Shadows of Almia|Pokemon Ranger: Shadows of Almia}","Pokemon Ranger: Shadows of Almia",,
"Sales","0.75","Sales-{vga_games_json383|vga_games_json1149|jpntop_355|jpntop_785}","{460000.0|220000.0|416287.0|221002.0}","329322.25",,
"Sales","0.0","Sales-{vga_games_json1001|jpntop_974}","{300000.0|179800.0}","239900.0",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_394|Game_List_ID_427|vga_games_json460}","{2008-10-16T00:00|2008-01-01T00:00|2008-10-20T00:00}","2008-10-20T00:00",,
"Sales","1.0","Sales-{jpntop_430|vga_games_json336}","{357374.0|370000.0}","363687.0",,
"Sales","0.0","Sales-{jpntop_593|vga_games_json6723}","{277755.0|270000.0}","273877.5",,
"GameTitle","0.0","GameTitle-{Game_List_ID_7686|vga_games_json8047|jpntop_711|Game_List_ID_5974}","{Grandia II|Grandia II|Grandia II|Grandia II}","Grandia II",,
"GameTitle","0.0","GameTitle-{vga_games_json3253|Game_List_ID_3496|jpntop_678}","{Rune Factory 4|Rune Factory 4|Rune Factory 4}","Rune Factory 4",,
"Sales","1.0","Sales-{jpntop_458}","{341344.0}","341344.0",,
"GameTitle","0.0","GameTitle-{jpntop_198|vga_games_json6766|jpntop_887|Game_List_ID_6481}","{Tales of Eternia|Tales of Eternia|Tales of Eternia|Tales of Eternia}","Tales of Eternia",,
"GameTitle","0.0","GameTitle-{Game_List_ID_605|Game_List_ID_3968|jpntop_63|vga_games_json647}","{Monster Hunter Freedom 2|Monster Hunter Freedom 2|Monster Hunter Freedom 2|Monster Hunter Freedom 2}","Monster Hunter Freedom 2",,
"Genre","0.0","Genre-{Game_List_ID_1828|jpntop_603}","{Role-Playing|RPG}","RPG",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_5156|vga_games_json4840|jpntop_937}","{2014-01-01T00:00|2015-03-20T00:00|2014-02-27T00:00}","2014-02-27T00:00",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_264|vga_games_json3382|Game_List_ID_3207}","{2006-02-16T00:00|2006-02-16T00:00|2006-01-01T00:00}","2006-02-16T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_856|jpntop_424|vga_games_json902|Game_List_ID_2105|Game_List_ID_12300}","{Dark Souls|Dark Souls|Dark Souls|Dark Souls|Dark Souls}","Dark Souls",,
"Genre","0.0","Genre-{jpntop_326|Game_List_ID_873}","{ACT|Action}","ACT",,
"Publisher","1.0","Publisher-{vga_games_json3474|jpntop_607|Game_List_ID_3304}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{jpntop_151|vga_games_json2271}","{810864.0|860000.0}","835432.0",,
"Sales","1.0","Sales-{jpntop_143|vga_games_json489}","{850567.0|880000.0}","865283.5",,
"Publisher","1.0","Publisher-{vga_games_json1827|jpntop_438}","{Nintendo|Nintendo}","Nintendo",,
"GameTitle","0.0","GameTitle-{Game_List_ID_3044|vga_games_json3204|jpntop_489}","{Fossil Fighters: Champions|Fossil Fighters: Champions|Fossil Fighters: Champions}","Fossil Fighters: Champions",,
"Publisher","0.6666666666666666","Publisher-{jpntop_177|vga_games_json162|Game_List_ID_149}","{Konami|Konami|Konami Digital Entertainment}","Konami",,
"GameTitle","0.0","GameTitle-{jpntop_263|vga_games_json1185|Game_List_ID_1115}","{Dragon Ball Z: Budokai Tenkaichi|Dragon Ball Z: Budokai Tenkaichi|Dragon Ball Z: Budokai Tenkaichi}","Dragon Ball Z: Budokai Tenkaichi",,
"Sales","0.0","Sales-{vga_games_json1752|jpntop_445}","{460000.0|350303.0}","405151.5",,
"Publisher","1.0","Publisher-{vga_games_json858|jpntop_566}","{Capcom|Capcom}","Capcom",,
"GameTitle","0.0","GameTitle-{Game_List_ID_129|Game_List_ID_915|jpntop_119|vga_games_json139}","{Donkey Kong Country Returns|Donkey Kong Country Returns|Donkey Kong Country Returns|Donkey Kong Country Returns}","Donkey Kong Country Returns",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_326|Game_List_ID_873|vga_games_json942}","{2003-01-30T00:00|2003-01-01T00:00|2003-01-25T00:00}","2003-01-30T00:00",,
"Sales","0.0","Sales-{vga_games_json51|jpntop_113}","{1100000.0|1033381.0}","1066690.5","true","1160000.0"
"Genre","0.5","Genre-{jpntop_238|Game_List_ID_201|jpntop_413|Game_List_ID_90}","{SPT|Sports|SPT|Sports}","SPT",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json169|Game_List_ID_175|jpntop_56}","{2014-06-06T00:00|2013-01-01T00:00|2013-04-18T00:00}","2014-06-06T00:00",,
"Sales","1.0","Sales-{jpntop_890}","{195965.0}","195965.0",,
"Publisher","1.0","Publisher-{jpntop_174|Game_List_ID_239|vga_games_json263|Game_List_ID_940}","{Nintendo|Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","0.0","Sales-{vga_games_json685|jpntop_156}","{920000.0|788200.0}","854100.0",,
"Sales","1.0","Sales-{jpntop_812|vga_games_json4757}","{213982.0|260000.0}","236991.0",,
"GameTitle","0.0","GameTitle-{jpntop_450|Game_List_ID_2051}","{Pokemon Conquest|Pokemon Conquest}","Pokemon Conquest",,
"Genre","0.0","Genre-{jpntop_509|Game_List_ID_3112}","{ACT|Platform}","ACT",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6247|jpntop_610}","{Dynasty Warriors: Gundam|Dynasty Warriors: Gundam}","Dynasty Warriors: Gundam",,
"Sales","0.0","Sales-{vga_games_json4448|jpntop_368}","{470000.0|408221.0}","439110.5",,
"GameTitle","0.0","GameTitle-{vga_games_json6799|Game_List_ID_6484|jpntop_733}","{Tales of Innocence|Tales of Innocence|Tales of Innocence}","Tales of Innocence",,
"Publisher","1.0","Publisher-{vga_games_json5878|jpntop_522}","{Namco Bandai Games|Bandai Namco Games}","Namco Bandai Games",,
"GameTitle","0.0","GameTitle-{vga_games_json71|jpntop_57}","{Super Mario Odyssey|Super Mario Odyssey}","Super Mario Odyssey",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_553|vga_games_json1866|Game_List_ID_1765}","{2007-10-05T00:00|2007-10-09T00:00|2007-01-01T00:00}","2007-10-09T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_585|vga_games_json1191}","{Yoshi's New Island|Yoshi's New Island}","Yoshi's New Island",,
"Genre","0.0","Genre-{jpntop_461|Game_List_ID_5961}","{RPG|Action}","Action",,
"GameTitle","0.0","GameTitle-{vga_games_json4225|jpntop_507|Game_List_ID_4009}","{Monster Hunter|Monster Hunter|Monster Hunter}","Monster Hunter",,
"GameTitle","0.0","GameTitle-{Game_List_ID_14837|jpntop_861}","{Teddy Together|Teddy Together}","Teddy Together",,
"Genre","0.75","Genre-{Game_List_ID_6015|jpntop_391|Game_List_ID_4341|Game_List_ID_7075}","{Action|ACT|Action|Action}","Action",,
"Sales","1.0","Sales-{jpntop_104}","{1076628.0}","1076628.0",,
"Sales","1.0","Sales-{jpntop_52|vga_games_json197}","{1974994.0|2110000.0}","2042497.0",,
"GameTitle","0.0","GameTitle-{vga_games_json7503|Game_List_ID_7183|jpntop_768}","{Hatsune Miku: Project Mirai 2|Hatsune Miku: Project Mirai 2|Hatsune Miku: Project Mirai 2}","Hatsune Miku: Project Mirai 2",,
"Publisher","1.0","Publisher-{vga_games_json6154|jpntop_574|Game_List_ID_5920|Game_List_ID_9825}","{Namco Bandai Games|Bandai Namco Games|Namco Bandai Games|Namco Bandai Games}","Namco Bandai Games",,
"Sales","1.0","Sales-{jpntop_891}","{195881.0}","195881.0",,
"GameTitle","0.0","GameTitle-{jpntop_161|vga_games_json467|Game_List_ID_445}","{Mario Party 9|Mario Party 9|Mario Party 9}","Mario Party 9",,
"GameTitle","0.0","GameTitle-{Game_List_ID_6079|vga_games_json3593|Game_List_ID_9145|vga_games_json1795|Game_List_ID_1563|jpntop_673|Game_List_ID_3427|Game_List_ID_16754}","{Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes|Metal Gear Solid V: Ground Zeroes}","Metal Gear Solid V: Ground Zeroes",,
"Sales","1.0","Sales-{jpntop_496|vga_games_json1260}","{320595.0|340000.0}","330297.5",,
"Publisher","1.0","Publisher-{jpntop_483|Game_List_ID_3174|vga_games_json3347}","{Capcom|Capcom|Capcom}","Capcom",,
"Publisher","1.0","Publisher-{vga_games_json1122|jpntop_64|Game_List_ID_1057}","{Nintendo|Nintendo|Nintendo}","Nintendo",,
"Sales","1.0","Sales-{vga_games_json6818|jpntop_620}","{260000.0|270860.0}","265430.0",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_138|vga_games_json149|jpntop_258}","{2002-01-01T00:00|2002-08-25T00:00|2002-07-19T00:00}","2002-08-25T00:00",,
"GameTitle","0.0","GameTitle-{jpntop_362|Game_List_ID_1205}","{Pokemon Mystery Dungeon: Explorers of Sky|Pokemon Mystery Dungeon: Explorers of Sky}","Pokemon Mystery Dungeon: Explorers of Sky",,
"GameTitle","0.0","GameTitle-{Game_List_ID_180|Game_List_ID_392|Game_List_ID_3776|jpntop_569|vga_games_json115|vga_games_json2869}","{Battlefield 1|Battlefield 1|Battlefield 1|Battlefield 1|Battlefield 1|Battlefield 1}","Battlefield 1",,
"Publisher","1.0","Publisher-{Game_List_ID_7699|jpntop_879|vga_games_json7862}","{Kadokawa Games|Kadokawa Games|Kadokawa Games}","Kadokawa Games",,
"GameTitle","0.0","GameTitle-{vga_games_json164|jpntop_31}","{Splatoon 2|Splatoon 2}","Splatoon 2",,
"Sales","0.0","Sales-{vga_games_json5287|jpntop_666}","{360000.0|256602.0}","308301.0",,
"Sales","1.0","Sales-{jpntop_642|vga_games_json5160}","{265700.0|390000.0}","327850.0",,
"Sales","0.0","Sales-{vga_games_json1796|jpntop_310}","{560000.0|459629.0}","509814.5",,
"GameTitle","0.0","GameTitle-{Game_List_ID_4078|vga_games_json4293|jpntop_235}","{Taiko no Tatsujin: Appare Sandaime|Taiko no Tatsujin: Appare Sandaime|Taiko no Tatsujin: Appare Sandaime}","Taiko no Tatsujin: Appare Sandaime",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_121|Game_List_ID_310}","{2007-11-29T00:00|2007-01-01T00:00}","2007-11-29T00:00",,
"Sales","1.0","Sales-{vga_games_json6388|jpntop_563}","{290000.0|289488.0}","289744.0",,
"GameTitle","0.0","GameTitle-{vga_games_json2484|Game_List_ID_13802|jpntop_527|Game_List_ID_6583|Game_List_ID_2383|Game_List_ID_2784|Game_List_ID_7703}","{Resident Evil: Revelations|Resident Evil: Revelations|Resident Evil: Revelations|Resident Evil: Revelations|Resident Evil: Revelations|Resident Evil: Revelations|Resident Evil: Revelations}","Resident Evil: Revelations",,
"Sales","1.0","Sales-{vga_games_json7091|jpntop_668}","{250000.0|255743.0}","252871.5",,
"Publisher","1.0","Publisher-{Game_List_ID_54|jpntop_549|vga_games_json536}","{Sony Computer Entertainment|Sony Computer Entertainment|Sony Computer Entertainment}","Sony Computer Entertainment","false","SCE"
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_355|jpntop_767|Game_List_ID_1016|Game_List_ID_7060}","{2004-01-01T00:00|2015-11-19T00:00|2004-01-01T00:00|2004-01-01T00:00}","2004-01-01T00:00",,
"GameTitle","0.0","GameTitle-{Game_List_ID_7004|Game_List_ID_9723|vga_games_json9862|vga_games_json3321|jpntop_750}","{Tales of Berseria|Tales of Berseria|Tales of Berseria|Tales of Berseria|Tales of Berseria}","Tales of Berseria",,
"GameTitle","0.0","GameTitle-{jpntop_770|Game_List_ID_7259|vga_games_json7594}","{Tales of Graces|Tales of Graces|Tales of Graces}","Tales of Graces",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_5717|vga_games_json6004|jpntop_765}","{2008-01-01T00:00|2008-09-12T00:00|2008-12-09T00:00}","2008-09-12T00:00",,
"Sales","0.0","Sales-{vga_games_json3875|jpntop_533}","{550000.0|301700.0}","425850.0",,
"Publisher","1.0","Publisher-{jpntop_41|Game_List_ID_168|vga_games_json182}","{Capcom|Capcom|Capcom}","Capcom",,
"Publisher","0.6666666666666666","Publisher-{vga_games_json3253|Game_List_ID_3496|jpntop_678}","{Xseed Games|Xseed Games|Marvelous AQL}","Xseed Games",,
"Publisher","0.0","Publisher-{jpntop_965|Game_List_ID_2993}","{Tomy|Tomy Corporation}","Tomy",,
"ReleaseDate","0.0","ReleaseDate-{jpntop_429|vga_games_json2235|Game_List_ID_2114}","{2010-02-12T00:00|2012-03-13T00:00|2010-01-01T00:00}","2010-02-12T00:00",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json5806|jpntop_442|Game_List_ID_5525}","{2011-11-10T00:00|2011-10-11T00:00|2011-01-01T00:00}","2011-11-10T00:00",,
"Sales","1.0","Sales-{jpntop_83|vga_games_json258}","{1260197.0|1320000.0}","1290098.5",,
"Sales","0.0","Sales-{vga_games_json2323|jpntop_233}","{630000.0|582404.0}","606202.0",,
"GameTitle","0.0","GameTitle-{vga_games_json2001|Game_List_ID_1887|jpntop_257}","{Yakuza 2|Yakuza 2|Yakuza 2}","Yakuza 2",,
"Genre","0.0","Genre-{Game_List_ID_10508|jpntop_820}","{Misc|ETC}","ETC",,
"Genre","0.0","Genre-{Game_List_ID_2459|jpntop_312}","{Role-Playing|RPG}","RPG",,
"Sales","1.0","Sales-{jpntop_360}","{412926.0}","412926.0",,
"GameTitle","0.0","GameTitle-{Game_List_ID_2903|Game_List_ID_5926|Game_List_ID_6758|jpntop_349|vga_games_json3063}","{Dynasty Warriors 6|Dynasty Warriors 6|Dynasty Warriors 6|Dynasty Warriors 6|Dynasty Warriors 6}","Dynasty Warriors 6",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_1119|jpntop_283|vga_games_json1188}","{2004-01-01T00:00|2004-11-18T00:00|2004-12-06T00:00}","2004-12-06T00:00",,
"Publisher","1.0","Publisher-{vga_games_json1446|jpntop_75}","{Square Enix|Square Enix}","Square Enix",,
"GameTitle","0.0","GameTitle-{vga_games_json4907|Game_List_ID_4655|jpntop_305}","{Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!|Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!|Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!}","Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!",,
"GameTitle","0.0","GameTitle-{jpntop_326|Game_List_ID_873|vga_games_json942}","{Devil May Cry 2|Devil May Cry 2|Devil May Cry 2}","Devil May Cry 2",,
"ReleaseDate","0.0","ReleaseDate-{Game_List_ID_6775|jpntop_714}","{2009-01-01T00:00|2009-04-23T00:00}","2009-04-23T00:00",,
"GameTitle","0.0","GameTitle-{vga_games_json4807|Game_List_ID_4563|jpntop_674}","{Tales of the World: Radiant Mythology|Tales of the World: Radiant Mythology|Tales of the World: Radiant Mythology}","Tales of the World: Radiant Mythology",,
"ReleaseDate","0.0","ReleaseDate-{vga_games_json2739|jpntop_167}","{2016-06-15T00:00|2015-11-06T00:00}","2016-06-15T00:00",,
